Ciudad,via,tipo radar,km,direccion
,CA-181,Radar Móvil,0.550-20.070,20.070
,CA-183,Radar Móvil,0.000-23.900,23.900
,CA-185,Radar Móvil,0.000-23.250,23.250
,CA-231,Radar Móvil,0.000-12.500,12.500
,CA-232,Radar Móvil,2.350-11.860,11.860
,CA-241,Radar Móvil,0.000-5.100,5.100
,N-611,Radar Móvil,135.110-175.020,175.020
,N-611,Radar Móvil,190.490-203.200,203.200
,N-621,Radar Móvil,121.650-165.990,165.990
,N-621,Radar Móvil,182.550-188.860,188.860
,N-623,Radar Móvil,130.020-143.270,143.270
,N-623,Radar Móvil,92.870-124.440,124.440
,N-629,Radar Móvil,64.400-74.350,74.350
,N-629,Radar Móvil,74.350-76.500,76.500
,N-629,Radar Móvil,76.500-86.720,86.720
,N-629,Radar Tramo,81.15(2.560m),m)
,N-629,Radar Tramo,83.37(1.933m),m)
,N-634,Radar Móvil,166.000-181.000,181.000
,N-634,Radar Móvil,231.850-279.250,279.250
,S-10,Radar Fijo,3.4,Creciente
,S-10,Radar Fijo,3.75,Decreciente
,A-23,Radar Fijo,19.8,Creciente
,AP-7,Radar Fijo,390.675,Creciente
,AP-7,Radar Fijo,356.72,Creciente
,AP-7,Radar Fijo,374.7,Decreciente
,AP-7,Radar Fijo,438.3,Creciente
,CV-10,Radar Fijo,26.925,Decreciente
,CV-10,Radar Fijo,55.93,Creciente
,CV-10,Radar Móvil,66.350-69.285,69.285
,CV-13,Radar Móvil,15.980-16.340,16.340
,CV-13,Radar Móvil,3.270-15.980,15.980
,CV-141,Radar Fijo,2.93,Creciente
,CV-149,Radar Fijo,1.4,Decreciente
,CV-15,Radar Móvil,0.000-55.770,55.770
,CV-18,Radar Móvil,1.146-5.597,5.597
,CV-18,Radar Fijo,13.35,Creciente
,CV-18,Radar Móvil,5.597-12.346,12.346
,CV-20,Radar Móvil,0.000-10.710,10.710
,CV-20,Radar Móvil,10.703-13.802,13.802
,N-225,Radar Fijo,5.088,Creciente
,N-232,Radar Móvil,0.590-4.890,4.890
,N-232,Radar Móvil,16.390-20.810,20.810
,N-232,Radar Móvil,20.810-30.910,30.910
,N-232,Radar Móvil,32.486-46.001,46.001
,N-232,Radar Móvil,60.842-61.201,61.201
,N-234,Radar Móvil,23.800-24.713,24.713
,N-234,Radar Móvil,38.970-63.600,63.600
,N-238,Radar Fijo,5.002,Creciente
,N-238,Radar Móvil,0.797-7.796,7.796
,N-340,Radar Fijo,1003.52,Creciente
,N-340,Radar Fijo,1010.6,Creciente
,N-340,Radar Fijo,1010.6,Decreciente
,N-340,Radar Móvil,1018.990-1039.130,1039.130
,N-340,Radar Tramo,1033.05(2.878m),m)
,N-340,Radar Tramo,1035.8(2.879m),m)
,N-340,Radar Móvil,1039.114-1056.849,1056.849
,N-340,Radar Móvil,948.998-958.300,958.300
,N-340,Radar Móvil,958.286-961.436,961.436
,N-340,Radar Fijo,960.9,Creciente
,N-340,Radar Móvil,961.440-974.700,974.700
,N-340,Radar Móvil,975.080-980.050,980.050
,N-340,Radar Móvil,980.030-989.930,989.930
,N-340,Radar Móvil,989.900-993.750,993.750
,N-340,Radar Móvil,993.730-1019.010,1019.010
,N-340a,Radar Fijo,1049.45,Decreciente
,N-340a,Radar Móvil,969.970-972.080,972.080
,A-4,Radar Fijo,135.641,Creciente
,A-4,Radar Fijo,177.5,Decreciente
,A-4,Radar Fijo,230.8,Decreciente
,A-4,Radar Fijo,230.8,Creciente
,CM-3012,Radar Móvil,0.000-8.620,8.620
,CM-3102,Radar Móvil,3.090-33.310,33.310
,CM-3107,Radar Móvil,0.000-46.400,46.400
,CM-3109,Radar Móvil,0.000-5.500,5.500
,CM-3109,Radar Móvil,6.420-54.330,54.330
,CM-403,Radar Fijo,89,Creciente
,CM-403,Radar Móvil,27.400-88.700,88.700
,CM-403,Radar Móvil,76.400-101.500,101.500
,CM-4103,Radar Móvil,0.000-49.060,49.060
,CM-4103,Radar Móvil,49.830-77.100,77.100
,CM-4106,Radar Móvil,43.870-51.140,51.140
,CM-4106,Radar Móvil,51.130-100.320,100.320
,CM-4110,Radar Móvil,0.000-29.770,29.770
,CM-4110,Radar Móvil,30.000-59.270,59.270
,CM-4111,Radar Fijo,7.452,Creciente
,CM-4111,Radar Móvil,0.000-68.660,68.660
,CM-4112,Radar Móvil,0.010-23.720,23.720
,CM-412,Radar Móvil,57.860-154.570,154.570
,CM-4120,Radar Móvil,0.000-31.220,31.220
,CM-4124,Radar Fijo,22,Decreciente
,CM-4124,Radar Fijo,8.004,Creciente
,CM-4126,Radar Móvil,0.000-9.250,9.250
,CM-4126,Radar Móvil,10.520-18.230,18.230
,CM-415,Radar Móvil,0.000-43.790,43.790
,CM-420,Radar Fijo,29.155,Creciente
,CM-420,Radar Móvil,0.000-31.620,31.620
,CM-420,Radar Móvil,32.500-42.500,42.500
,CM-420,Radar Móvil,67.530-88.760,88.760
,CM-4202,Radar Móvil,6.500-26.000,26.000
,CR-1342,Radar Móvil,0.220-12.720,12.720
,CR-501,Radar Móvil,0.000-11.890,11.890
,CR-502,Radar Móvil,1.620-15.010,15.010
,CR-5021,Radar Móvil,0.000-22.840,22.840
,CR-5031,Radar Móvil,4.840-9.940,9.940
,CR-5033,Radar Móvil,0.000-5.110,5.110
,CR-5212,Radar Móvil,0.000-25.500,25.500
,CR-612,Radar Móvil,0.000-12.030,12.030
,CR-711,Radar Móvil,0.000-16.030,16.030
,CR-721,Radar Móvil,0.000-36.720,36.720
,N-401,Radar Fijo,150.203,Creciente
,N-401,Radar Móvil,149.040-187.190,187.190
,N-401,Radar Fijo,178.75,Decreciente
,N-420,Radar Móvil,93.160-188.730,188.730
,N-430,Radar Fijo,273.979,Decreciente
,N-430,Radar Fijo,404.783,Creciente
,N-430,Radar Móvil,203.750-306.740,306.740
,N-430,Radar Móvil,309.240-362.880,362.880
,N-430,Radar Móvil,365.720-367.450,367.450
,N-430,Radar Móvil,367.430-419.590,419.590
,N-502,Radar Móvil,264.030-328.690,328.690
,A-304,Radar Móvil,0.000-16.770,16.770
,A-306,Radar Móvil,0.000-11.270,11.270
,A-3130,Radar Móvil,13.560-32.100,32.100
,A-318,Radar Móvil,16.710-38.460,38.460
,A-318,Radar Móvil,48.990-72.580,72.580
,A-331,Radar Móvil,0.000-31.400,31.400
,A-339,Radar Fijo,2.615,Creciente
,A-339,Radar Móvil,0.000-42.870,42.870
,A-379,Radar Móvil,17.360-42.600,42.600
,A-386,Radar Fijo,11.3,Creciente
,A-386,Radar Móvil,11.770-25.920,25.920
,A-4,Radar Fijo,416.058,Decreciente
,A-4,Radar Fijo,417.588,Decreciente
,A-4,Radar Fijo,410.14,Creciente
,A-424,Radar Móvil,0.000-30.270,30.270
,A-424,Radar Móvil,30.270-46.860,46.860
,A-431,Radar Móvil,11.900-27.060,27.060
,A-431,Radar Fijo,29.66,Creciente
,A-431,Radar Móvil,29.720-41.380,41.380
,A-431,Radar Móvil,41.380-50.620,50.620
,A-440,Radar Móvil,4.740-24.270,24.270
,A-445,Radar Móvil,16.010-22.720,22.720
,A-45,Radar Fijo,52.3,Decreciente
,CH-2,Radar Móvil,0.000-15.600,15.600
,CO-4311,Radar Móvil,6.210-12.430,12.430
,N-331,Radar Móvil,33.340-46.640,46.640
,N-420,Radar Móvil,48.740-93.160,93.160
,N-432,Radar Fijo,264,Creciente
,N-432,Radar Fijo,194.352,Decreciente
,N-432,Radar Fijo,219.552,Decreciente
,N-432,Radar Fijo,302.562,Decreciente
,N-432,Radar Fijo,310.918,Decreciente
,N-432,Radar Móvil,162.120-201.020,201.020
,N-432,Radar Móvil,232.090-246.480,246.480
,N-432,Radar Fijo,245.3,Creciente
,N-432,Radar Móvil,246.480-264.380,264.380
,N-432,Radar Móvil,276.120-306.560,306.560
,N-432,Radar Móvil,312.280-328.810,328.810
,N-432,Radar Móvil,328.810-337.060,337.060
,N-432,Radar Móvil,337.060-340.650,340.650
,N-437,Radar Móvil,2.680-6.740,6.740
,N-502,Radar Móvil,328.690-391.730,391.730
,N-502,Radar Fijo,380.5,Decreciente
,N-IVa,Radar Móvil,382.710-398.250,398.250
,A-3,Radar Fijo,78.357,Decreciente
,A-3,Radar Fijo,156.57,Creciente
,A-31,Radar Fijo,11.635,Creciente
,A-40,Radar Fijo,299.452,Creciente
,CM-200,Radar Fijo,25.283,Creciente
,CM-200,Radar Móvil,13.170-18.170,18.170
,CM-200,Radar Móvil,42.280-64.150,64.150
,CM-200,Radar Móvil,8.980-10.930,10.930
,CM-2106,Radar Móvil,0.000-9.000,9.000
,CM-211,Radar Móvil,0.000-28.260,28.260
,CM-211,Radar Móvil,30.010-33.800,33.800
,CM-211,Radar Móvil,33.800-38.780,38.780
,CM-211,Radar Móvil,38.780-38.900,38.900
,CM-215,Radar Móvil,0.000-31.500,31.500
,CM-220,Radar Fijo,92.4,Decreciente
,CM-3009,Radar Móvil,65.550-79.050,79.050
,CM-310,Radar Móvil,100.560-103.810,103.810
,CM-310,Radar Móvil,72.130-87.500,87.500
,CM-310,Radar Móvil,90.750-100.560,100.560
,CM-3201,Radar Fijo,5.283,Decreciente
,N-301,Radar Fijo,190.633,Creciente
,N-301,Radar Fijo,191.165,Decreciente
,N-301,Radar Móvil,134.250-153.700,153.700
,N-301,Radar Móvil,153.680-178.530,178.530
,N-301,Radar Móvil,178.530-182.620,182.620
,N-310,Radar Fijo,191.425,Decreciente
,N-310,Radar Móvil,144.990-146.030,146.030
,N-310,Radar Móvil,149.640-158.920,158.920
,N-310,Radar Móvil,158.920-174.150,174.150
,N-320,Radar Móvil,145.070-165.710,165.710
,N-320,Radar Móvil,165.710-181.770,181.770
,N-320,Radar Móvil,181.770-197.040,197.040
,N-330,Radar Móvil,215.620-239.070,239.070
,N-400,Radar Móvil,139.370-174.360,174.360
,N-400,Radar Móvil,88.360-93.470,93.470
,N-420,Radar Fijo,339.218,Decreciente
,N-420,Radar Fijo,465.328,Decreciente
,N-420,Radar Móvil,325.390-374.750,374.750
,N-420,Radar Móvil,382.420-386.200,386.200
,N-420,Radar Móvil,386.200-432.460,432.460
,N-420,Radar Móvil,435.000-473.230,473.230
,N-IIIa,Radar Móvil,130.940-133.000,133.000
,A-308,Radar Móvil,0.000-25.000,25.000
,A-308,Radar Móvil,25.000-37.040,37.040
,A-308,Radar Fijo,34.6,Creciente
,A-315,Radar Móvil,98.980-103.740,103.740
,A-317,Radar Móvil,58.990-113.260,113.260
,A-325,Radar Móvil,34.073-41.379,41.379
,A-330,Radar Móvil,0.000-65.110,65.110
,A-334,Radar Móvil,0.000-17.740,17.740
,A-336,Radar Móvil,7.979-13.021,13.021
,A-338,Radar Móvil,3.907-9.785,9.785
,A-395,Radar Fijo,8.723,Decreciente
,A-395,Radar Fijo,12.34,Decreciente
,A-4006,Radar Móvil,0.000-2.750,2.750
,A-403,Radar Móvil,29.160-34.960,34.960
,A-403R3,Radar Móvil,0.000-0.600,0.600
,A-4050,Radar Móvil,0.000-36.002,36.002
,A-4132,Radar Móvil,0.989-8.003,8.003
,A-4150,Radar Móvil,0.000-10.810,10.810
,A-4200,Radar Móvil,14.976-34.981,34.981
,A-92,Radar Fijo,241.723,Decreciente
,A-92,Radar Fijo,256.35,Decreciente
,A-92N,Radar Fijo,9.25,Creciente
,GR-30,Radar Fijo,8.705,Creciente
,GR-30,Radar Fijo,17.565,Decreciente
,GR-3303,Radar Fijo,3.765,Decreciente
,GR-3303,Radar Fijo,2.65,Creciente
,GR-3312,Radar Móvil,0.000-5.280,5.280
,GR-3405,Radar Móvil,0.000-3.009,3.009
,GR-3424,Radar Fijo,2.16,Decreciente
,GR-3424,Radar Móvil,2.974-11.612,11.612
,GR-4402,Radar Móvil,0.000-3.957,3.957
,GR-5105,Radar Móvil,0.000-5.060,5.060
,GR-5300,Radar Móvil,5.003-15.322,15.322
,GR-6104,Radar Móvil,0.000-3.550,3.550
,GR-6203,Radar Móvil,0.000-8.810,8.810
,GR-9107,Radar Móvil,0.000-8.510,8.510
,N-323,Radar Móvil,187.290-189.760,189.760
,N-323a,Radar Móvil,380.850-387.940,387.940
,N-323a,Radar Móvil,388.450-400.440,400.440
,N-340,Radar Fijo,339.06,Decreciente
,N-340,Radar Fijo,347.8,Creciente
,N-340,Radar Fijo,358.9,Creciente
,N-340,Radar Móvil,359.520-375.020,375.020
,N-432,Radar Móvil,399.820-431.820,431.820
,N-432,Radar Fijo,422.9,Creciente
,A-2,Radar Fijo,122,Decreciente
,A-2,Radar Fijo,53.559,Decreciente
,A-2,Radar Fijo,136.342,Creciente
,A-2,Radar Fijo,50.05,Creciente
,CM-1001,Radar Móvil,0.000-17.230,17.230
,CM-1001,Radar Móvil,49.370-75.200,75.200
,CM-1002,Radar Móvil,4.750-30.860,30.860
,CM-1003,Radar Móvil,0.000-33.960,33.960
,CM-1003,Radar Móvil,40.890-58.550,58.550
,CM-1006,Radar Móvil,0.060-51.620,51.620
,CM-1007,Radar Móvil,0.080-2.870,2.870
,CM-1008,Radar Móvil,0.500-15.150,15.150
,CM-1008,Radar Móvil,17.860-25.170,25.170
,CM-101,Radar Fijo,4.764,Decreciente
,CM-101,Radar Móvil,3.120-82.470,82.470
,CM-101,Radar Móvil,84.560-99.330,99.330
,CM-110,Radar Móvil,0.000-43.310,43.310
,CM-1101,Radar Fijo,12.48,Decreciente
,CM-200,Radar Móvil,64.150-114.720,114.720
,CM-2004,Radar Móvil,0.130-17.680,17.680
,CM-2005,Radar Móvil,0.020-30.880,30.880
,CM-2011,Radar Móvil,0.000-13.060,13.060
,CM-2011,Radar Móvil,13.060-35.250,35.250
,CM-2028,Radar Móvil,7.420-15.080,15.080
,CM-2029,Radar Móvil,0.000-13.760,13.760
,CM-2113,Radar Móvil,0.000-22.060,22.060
,CM-2115,Radar Móvil,0.040-27.460,27.460
,GU-203,Radar Móvil,0.000-6.270,6.270
,N-204,Radar Móvil,0.130-67.800,67.800
,N-211,Radar Móvil,0.560-60.380,60.380
,N-211,Radar Móvil,60.380-91.470,91.470
,N-320,Radar Fijo,241.945,Creciente
,N-320,Radar Fijo,306.364,Creciente
,N-320,Radar Fijo,310.815,Decreciente
,N-320,Radar Móvil,197.040-220.000,220.000
,N-320,Radar Móvil,228.900-239.210,239.210
,N-320,Radar Móvil,239.210-269.310,269.310
,N-320,Radar Tramo,259.16(4.773m),m)
,N-320,Radar Tramo,264.11(4.778m),m)
,N-320,Radar Móvil,290.140-294.810,294.810
,N-320,Radar Tramo,298.13(2.438m),m)
,N-320,Radar Tramo,300.5(2.439m),m)
,N-320,Radar Móvil,301.980-316.990,316.990
,A-461,Radar Móvil,23.330-53.930,53.930
,A-472,Radar Móvil,18.620-35.120,35.120
,A-474,Radar Móvil,32.980-48.010,48.010
,A-481,Radar Móvil,3.450-10.470,10.470
,A-483,Radar Móvil,14.010-23.910,23.910
,A-483,Radar Móvil,23.910-27.330,27.330
,A-483,Radar Móvil,27.330-41.320,41.320
,A-483,Radar Fijo,37.6,Decreciente
,A-484,Radar Móvil,0.140-16.590,16.590
,A-486,Radar Móvil,0.000-12.900,12.900
,A-49,Radar Fijo,50.825,Decreciente
,A-49,Radar Fijo,46.3,Creciente
,A-492,Radar Móvil,0.000-3.240,3.240
,A-492,Radar Fijo,8.6,Creciente
,A-493,Radar Móvil,0.000-35.930,35.930
,A-494,Radar Móvil,0.000-7.000,7.000
,A-494,Radar Fijo,13.03,Creciente
,A-494,Radar Móvil,27.000-53.570,53.570
,A-494,Radar Móvil,7.000-27.000,27.000
,A-496,Radar Móvil,2.810-40.300,40.300
,A-497,Radar Fijo,11.89,Decreciente
,A-497,Radar Fijo,2.6,Creciente
,A-497,Radar Fijo,3.11,Decreciente
,A-5053,Radar Móvil,0.000-4.810,4.810
,A-5054,Radar Móvil,0.000-9.820,9.820
,H-30,Radar Fijo,8.502,Decreciente
,H-31,Radar Fijo,79.93,Creciente
,HU-3300,Radar Móvil,0.000-3.810,3.810
,HU-4403,Radar Móvil,0.000-13.620,13.620
,HU-5101,Radar Móvil,0.650-13.120,13.120
,HU-6102,Radar Móvil,0.000-9.020,9.020
,N-431,Radar Móvil,102.920-114.450,114.450
,N-431,Radar Móvil,120.870-134.670,134.670
,N-433,Radar Móvil,103.780-152.570,152.570
,N-433,Radar Tramo,118.332(4.620m),m)
,N-433,Radar Tramo,122.961(4.615m),m)
,N-435,Radar Fijo,199.905,Creciente
,N-435,Radar Móvil,129.480-169.230,169.230
,N-435,Radar Fijo,151.5,Creciente
,N-435,Radar Móvil,169.230-190.040,190.040
,N-435,Radar Fijo,178.29,Decreciente
,N-435,Radar Fijo,180.05,Creciente
,N-435,Radar Móvil,190.040-222.130,222.130
,N-442,Radar Móvil,7.350-17.870,17.870
,N-445,Radar Móvil,0.000-3.120,3.120
,N-630,Radar Móvil,738.480-745.870,745.870
,A-1212,Radar Móvil,0.000-24.250,24.250
,A-1213,Radar Móvil,0.000-17.930,17.930
,A-1223,Radar Móvil,0.000-41.700,41.700
,A-1234,Radar Móvil,0.000-28.490,28.490
,A-1234,Radar Móvil,29.040-51.450,51.450
,A-1240,Radar Móvil,0.000-11.440,11.440
,A-1241,Radar Móvil,0.430-22.360,22.360
,A-129,Radar Móvil,33.530-68.060,68.060
,A-130,Radar Móvil,0.000-29.690,29.690
,A-131,Radar Móvil,0.000-54.060,54.060
,A-131,Radar Móvil,54.060-101.720,101.720
,A-132,Radar Móvil,1.450-27.530,27.530
,A-132,Radar Fijo,2.6,Decreciente
,A-136,Radar Móvil,0.000-27.060,27.060
,A-136,Radar Fijo,12.75,Creciente
,A-136,Radar Fijo,13.5,Decreciente
,A-138,Radar Móvil,0.000-47.060,47.060
,A-138,Radar Fijo,10.02,Decreciente
,A-138,Radar Móvil,47.060-92.490,92.490
,A-139,Radar Móvil,0.000-25.730,25.730
,A-139,Radar Móvil,46.790-72.880,72.880
,A-140,Radar Móvil,1.570-23.900,23.900
,A-23,Radar Fijo,355.2,Creciente
,N-123,Radar Móvil,0.000-20.770,20.770
,N-123,Radar Móvil,20.770-37.240,37.240
,N-123,Radar Fijo,3.26,Decreciente
,N-123a,Radar Móvil,21.440-42.960,42.960
,N-211,Radar Fijo,319.025,Decreciente
,N-211,Radar Móvil,318.260-330.180,330.180
,N-230,Radar Móvil,29.000-64.220,64.220
,N-230,Radar Fijo,48.25,Creciente
,N-230,Radar Móvil,64.220-117.360,117.360
,N-240,Radar Fijo,202.002,Creciente
,N-240,Radar Móvil,182.530-211.260,211.260
,N-240,Radar Fijo,186.83,Decreciente
,N-240,Radar Fijo,204.3,Creciente
,N-240,Radar Fijo,204.9,Decreciente
,N-240,Radar Móvil,283.480-303.000,303.000
,N-240,Radar Móvil,303.000-316.790,316.790
,N-260,Radar Fijo,433.795,Creciente
,N-260a,Radar Fijo,516.145,Creciente
,N-260a,Radar Móvil,464.000-517.510,517.510
,N-330,Radar Fijo,629.605,Creciente
,N-330,Radar Fijo,667.435,Decreciente
,N-330,Radar Fijo,668.655,Creciente
,N-330,Radar Fijo,670.101,Creciente
,N-330,Radar Fijo,671.745,Decreciente
,N-330,Radar Móvil,586.370-611.830,611.830
,N-330,Radar Móvil,611.830-632.820,632.820
,N-330,Radar Fijo,628.09,Creciente
,N-330,Radar Móvil,646.630-666.380,666.380
,N-II,Radar Móvil,394.350-431.010,431.010
,N-II,Radar Fijo,422.15,Creciente
,A-301,Radar Móvil,0.000-47.300,47.300
,A-302,Radar Fijo,13.275,Creciente
,A-302,Radar Móvil,0.000-13.860,13.860
,A-305,Radar Móvil,0.000-21.870,21.870
,A-306,Radar Móvil,22.680-57.900,57.900
,A-306,Radar Fijo,33.8,Creciente
,A-306,Radar Fijo,55.87,Decreciente
,A-310,Radar Móvil,8.250-18.650,18.650
,A-311,Radar Móvil,0.000-33.080,33.080
,A-311,Radar Fijo,25.5,Creciente
,A-312,Radar Móvil,0.000-4.870,4.870
,A-312,Radar Móvil,27.510-61.100,61.100
,A-312,Radar Fijo,35.9,Creciente
,A-312,Radar Móvil,4.870-27.510,27.510
,A-312,Radar Móvil,68.030-80.070,80.070
,A-315,Radar Móvil,65.380-74.900,74.900
,A-316,Radar Fijo,4,Decreciente
,A-316,Radar Fijo,92,Decreciente
,A-316,Radar Fijo,59.72,Decreciente
,A-316,Radar Móvil,77.000-96.900,96.900
,A-319,Radar Fijo,7.7,Decreciente
,A-320,Radar Móvil,0.000-19.830,19.830
,A-321,Radar Móvil,0.000-16.390,16.390
,A-339,Radar Móvil,42.870-51.120,51.120
,A-4,Radar Tramo,245.229(3.130m),m)
,A-401,Radar Móvil,0.900-61.210,61.210
,A-401,Radar Fijo,20.1,Creciente
,A-403,Radar Móvil,0.000-10.910,10.910
,A-403R1,Radar Móvil,0.000-3.330,3.330
,A-44,Radar Fijo,76.373,Decreciente
,A-44,Radar Fijo,39.01,Creciente
,A-44,Radar Fijo,42.6,Decreciente
,A-6050,Radar Fijo,0.95,Decreciente
,A-6178,Radar Móvil,0.000-27.390,27.390
,JA-2321,Radar Móvil,0.000-11.350,11.350
,JA-4102,Radar Móvil,0.000-10.550,10.550
,JA-5102,Radar Móvil,0.000-2.030,2.030
,N-322,Radar Móvil,125.820-147.510,147.510
,N-322,Radar Móvil,147.510-246.450,246.450
,N-322,Radar Fijo,233.1,Decreciente
,N-323a,Radar Móvil,38.990-49.680,49.680
,N-323a,Radar Móvil,49.650-62.720,62.720
,N-432,Radar Fijo,384.528,Creciente
,N-432,Radar Móvil,352.140-389.000,389.000
,N-432,Radar Móvil,389.000-390.670,390.670
,N-432,Radar Móvil,390.670-399.820,399.820
,N-432,Radar Fijo,391.7,Decreciente
,N-432a,Radar Móvil,388.930-389.310,389.310
,FV-1,Radar Móvil,0.500-27.850,27.850
,FV-10,Radar Móvil,6.450-22.610,22.610
,FV-101,Radar Móvil,0.000-14.930,14.930
,FV-2,Radar Fijo,1.285,Decreciente
,FV-2,Radar Móvil,0.000-23.310,23.310
,FV-2,Radar Fijo,0.574,Creciente
,FV-2,Radar Móvil,23.310-39.230,39.230
,FV-2,Radar Móvil,39.230-45.340,45.340
,FV-2,Radar Móvil,45.340-73.460,73.460
,FV-2,Radar Móvil,73.450-82.400,82.400
,FV-20,Radar Móvil,2.260-20.360,20.360
,FV-20,Radar Móvil,26.210-41.500,41.500
,FV-50,Radar Móvil,0.000-5.290,5.290
,FV-56,Radar Móvil,0.000-4.970,4.970
,GC-1,Radar Fijo,42.203,Creciente
,GC-1,Radar Fijo,56.654,Decreciente
,GC-1,Radar Fijo,15.1,Creciente
,GC-1,Radar Fijo,15.3,Decreciente
,GC-1,Radar Fijo,5.35,Decreciente
,GC-105,Radar Móvil,0.000-2.750,2.750
,GC-110,Radar Móvil,0.000-6.580,6.580
,GC-15,Radar Móvil,0.000-28.700,28.700
,GC-191,Radar Móvil,0.680-11.990,11.990
,GC-200,Radar Móvil,0.000-65.230,65.230
,GC-21,Radar Móvil,0.000-38.770,38.770
,GC-3,Radar Fijo,1.5,Decreciente
,GC-3,Radar Fijo,4.66,Creciente
,GC-300,Radar Móvil,0.000-12.100,12.100
,GC-31,Radar Móvil,0.000-3.650,3.650
,GC-4,Radar Móvil,0.000-2.110,2.110
,GC-500,Radar Móvil,0.000-27.280,27.280
,LZ-1,Radar Móvil,10.480-33.040,33.040
,LZ-10,Radar Móvil,0.000-27.520,27.520
,LZ-2,Radar Fijo,1.215,Decreciente
,LZ-2,Radar Fijo,1.28,Creciente
,LZ-2,Radar Móvil,9.500-36.750,36.750
,LZ-20,Radar Móvil,0.190-17.450,17.450
,LZ-3,Radar Móvil,0.000-5.060,5.060
,LZ-30,Radar Fijo,16.625,Decreciente
,LZ-30,Radar Fijo,18.445,Creciente
,LZ-30,Radar Fijo,21.615,Decreciente
,LZ-56,Radar Fijo,5.195,Creciente
,LZ-56,Radar Fijo,0.88,Creciente
,LZ-56,Radar Fijo,3.76,Decreciente
,LZ-67,Radar Móvil,0.000-20.250,20.250
,LZ-67,Radar Tramo,13.495(5.490m),m)
,LZ-67,Radar Tramo,16.22(5.504m),m)
,LZ-67,Radar Tramo,20.16(12.027m),m)
,LZ-67,Radar Tramo,20.16(5.490m),m)
,LZ-67,Radar Tramo,7.925(12.022m),m)
,LZ-67,Radar Tramo,7.925(5.504m),m)
,LZ-701,Radar Tramo,0.26(3.356m),m)
,LZ-701,Radar Tramo,10.685(6.495m),m)
,LZ-701,Radar Tramo,3.645(3.362m),m)
,LZ-701,Radar Tramo,4.145(6.482m),m)
,A-12,Radar Fijo,123.97,Creciente
,A-13,Radar Fijo,2.48,Decreciente
,AP-68,Radar Fijo,174.192,Creciente
,AP-68,Radar Fijo,175.9,Decreciente
,AP-68,Radar Fijo,78.89,Decreciente
,AP-68,Radar Fijo,86.1,Creciente
,LO-20,Radar Fijo,14.95,Decreciente
,LR-111,Radar Móvil,0.000-26.710,26.710
,LR-111,Radar Móvil,26.710-37.720,37.720
,LR-113,Radar Móvil,0.030-76.410,76.410
,LR-115,Radar Móvil,0.000-26.970,26.970
,LR-115,Radar Móvil,26.970-43.300,43.300
,LR-123,Radar Móvil,0.000-48.880,48.880
,LR-131,Radar Móvil,2.510-3.820,3.820
,LR-134,Radar Móvil,0.000-11.140,11.140
,LR-134,Radar Móvil,11.140-16.740,16.740
,LR-209,Radar Móvil,0.900-10.890,10.890
,LR-250,Radar Fijo,3.484,Creciente
,LR-250,Radar Móvil,1.950-4.200,4.200
,LR-250,Radar Móvil,4.200-58.000,58.000
,LR-254,Radar Móvil,0.000-6.220,6.220
,N-111,Radar Móvil,262.570-310.210,310.210
,N-111,Radar Móvil,310.210-321.400,321.400
,N-111,Radar Fijo,317.35,Creciente
,N-113,Radar Móvil,64.650-68.180,68.180
,N-120,Radar Móvil,47.930-53.290,53.290
,N-232,Radar Fijo,441.863,Creciente
,N-232,Radar Móvil,330.900-332.130,332.130
,N-232,Radar Móvil,332.130-347.650,347.650
,N-232,Radar Móvil,347.650-360.810,360.810
,N-232,Radar Móvil,362.370-371.500,371.500
,N-232,Radar Móvil,371.500-385.770,385.770
,N-232,Radar Fijo,371.8,Decreciente
,N-232,Radar Móvil,385.770-396.900,396.900
,N-232,Radar Fijo,392.63,Decreciente
,N-232,Radar Móvil,396.900-402.760,402.760
,N-232,Radar Móvil,417.460-420.320,420.320
,N-232,Radar Móvil,420.310-429.000,429.000
,N-232,Radar Móvil,429.000-446.630,446.630
,N-232,Radar Móvil,447.740-452.810,452.810
,N-232,Radar Móvil,458.420-467.880,467.880
,A-6,Radar Fijo,343,Decreciente
,A-6,Radar Fijo,326.173,Decreciente
,A-6,Radar Fijo,347.911,Creciente
,A-6,Radar Fijo,380.719,Decreciente
,A-6,Radar Fijo,397.638,Creciente
,A-6,Radar Fijo,426.677,Decreciente
,A-66,Radar Fijo,160.573,Decreciente
,A-66,Radar Fijo,146.63,Creciente
,A-66,Radar Fijo,146.65,Decreciente
,AP-66,Radar Fijo,140.879,Creciente
,AP-66,Radar Tramo,101.5(1.839m),m)
,CL-613,Radar Móvil,48.400-59.800,59.800
,CL-621,Radar Móvil,33.570-46.320,46.320
,CL-621,Radar Móvil,46.320-60.570,60.570
,CL-621,Radar Móvil,8.370-30.790,30.790
,CL-622,Radar Móvil,0.000-27.630,27.630
,CL-622,Radar Móvil,27.640-41.700,41.700
,CL-623,Radar Móvil,0.000-27.000,27.000
,CL-624,Radar Móvil,0.000-18.870,18.870
,CL-624,Radar Móvil,18.870-37.400,37.400
,CL-626,Radar Móvil,124.160-142.400,142.400
,CL-631,Radar Móvil,2.500-5.000,5.000
,CL-631,Radar Móvil,20.140-45.570,45.570
,LE-110,Radar Móvil,0.000-17.700,17.700
,LE-125,Radar Móvil,2.670-25.200,25.200
