Ciudad,via,tipo radar,km,direccion
Cáceres,EX-208,Radar Móvil,38.000-73.000,73.000
Cáceres,EX-208,Radar Móvil,78.500-102.000,102.000
Cáceres,EX-303,Radar Móvil,2.790-13.570,13.570
Cáceres,EX-355,Radar Móvil,5.000-15.000,15.000
Cáceres,EX-370,Radar Móvil,3.000-33.000,33.000
Cáceres,N-110,Radar Fijo,384.326,Creciente
Cáceres,N-110,Radar Móvil,380.000-384.000,384.000
Cáceres,N-110,Radar Móvil,400.000-403.000,403.000
Cáceres,N-521,Radar Fijo,53.956,Creciente
Cáceres,N-521,Radar Fijo,91.186,Decreciente
Cáceres,N-521,Radar Móvil,31.000-41.700,41.700
Cáceres,N-630,Radar Móvil,450.240-461.740,461.740
Cáceres,N-630,Radar Móvil,461.740-474.320,474.320
Cáceres,N-630,Radar Móvil,479.250-489.010,489.010
Cádiz,A-2000,Radar Móvil,1.440-12.890,12.890
Cádiz,A-2001,Radar Móvil,0.000-6.410,6.410
Cádiz,A-2002,Radar Móvil,1.870-9.000,9.000
Cádiz,A-2077,Radar Móvil,0.000-8.840,8.840
Cádiz,A-2078,Radar Móvil,3.820-5.780,5.780
Cádiz,A-2100,Radar Móvil,3.960-12.960,12.960
Cádiz,A-371,Radar Móvil,16.580-29.680,29.680
Cádiz,A-372,Radar Móvil,0.000-11.250,11.250
Cádiz,A-372,Radar Móvil,16.280-26.060,26.060
Cádiz,A-373,Radar Móvil,0.000-4.330,4.330
Cádiz,A-373,Radar Móvil,17.790-29.000,29.000
Cádiz,A-373,Radar Móvil,4.330-8.890,8.890
Cádiz,A-373,Radar Móvil,8.890-17.410,17.410
Cádiz,A-374,Radar Móvil,0.000-8.750,8.750
Cádiz,A-381,Radar Fijo,37.3,Decreciente
Cádiz,A-381,Radar Fijo,74.7,Creciente
Cádiz,A-384,Radar Fijo,8.075,Creciente
Cádiz,A-384,Radar Móvil,0.000-4.620,4.620
Cádiz,A-384,Radar Móvil,16.080-37.980,37.980
Cádiz,A-384,Radar Móvil,31.250-36.650,36.650
Cádiz,A-384,Radar Móvil,37.980-48.120,48.120
Cádiz,A-384,Radar Móvil,8.560-14.390,14.390
Cádiz,A-390,Radar Móvil,0.000-3.100,3.100
Cádiz,A-396,Radar Móvil,13.300-30.210,30.210
Cádiz,A-4,Radar Fijo,645.4,Decreciente
Cádiz,A-408,Radar Fijo,2.45,Creciente
Cádiz,A-471,Radar Móvil,36.840-54.040,54.040
Cádiz,A-471,Radar Móvil,54.040-60.300,60.300
Cádiz,A-491,Radar Móvil,0.000-6.240,6.240
Cádiz,A-491,Radar Móvil,7.570-17.520,17.520
Cádiz,A-491R,Radar Móvil,0.000-5.490,5.490
Cádiz,A-7,Radar Fijo,118.82,Decreciente
Cádiz,CA-31,Radar Fijo,0.675,Decreciente
Cádiz,CA-3100,Radar Móvil,0.000-4.020,4.020
Cádiz,CA-3106,Radar Móvil,0.000-3.040,3.040
Cádiz,CA-33,Radar Tramo,12.2(3.148m),m)
Cádiz,CA-33,Radar Fijo,3.97,Creciente
Cádiz,CA-33,Radar Fijo,4.4,Decreciente
Cádiz,CA-33,Radar Tramo,9.16(3.612m),m)
Cádiz,CA-34,Radar Fijo,0.05,Decreciente
Cádiz,CA-35,Radar Tramo,2.737(4.243m),m)
Cádiz,CA-35,Radar Tramo,7.02(4.249m),m)
Cádiz,CA-36,Radar Fijo,3,Creciente
Cádiz,N-340,Radar Fijo,70.375,Creciente
Cádiz,N-340,Radar Móvil,34.970-40.020,40.020
Cádiz,N-340,Radar Móvil,40.020-83.010,83.010
Cádiz,N-340,Radar Móvil,83.010-102.390,102.390
Cádiz,N-340,Radar Fijo,84.86,Creciente
Cádiz,N-357,Radar Fijo,3.013,Creciente
Cádiz,N-357,Radar Fijo,3.515,Creciente
Cádiz,N-357,Radar Fijo,5.528,Creciente
Cádiz,N-357,Radar Fijo,0.45,Decreciente
Cádiz,N-357,Radar Fijo,3.91,Creciente
Cádiz,N-IV,Radar Fijo,618.81,Creciente
Cádiz,N-IV,Radar Móvil,619.520-627.870,627.870
Cantabria,A-67,Radar Fijo,185.05,Decreciente
Cantabria,A-67,Radar Fijo,191.68,Creciente
Cantabria,A-67,Radar Fijo,195.4,Decreciente
Cantabria,A-67,Radar Fijo,195.68,Creciente
Cantabria,A-8,Radar Fijo,143.7,Decreciente
Cantabria,A-8,Radar Fijo,144.48,Creciente
Cantabria,A-8,Radar Fijo,147.5,Decreciente
Cantabria,A-8,Radar Fijo,172.85,Creciente
Cantabria,CA-131,Radar Móvil,5.130-31.030,31.030
Cantabria,CA-132,Radar Móvil,0.000-6.030,6.030
Cantabria,CA-135,Radar Móvil,0.000-10.990,10.990
Cantabria,CA-141,Radar Móvil,4.670-30.900,30.900
Cantabria,CA-142,Radar Móvil,0.000-10.070,10.070
Cantabria,CA-142,Radar Móvil,10.070-27.040,27.040
Cantabria,CA-146,Radar Móvil,0.000-10.900,10.900
Cantabria,CA-147,Radar Móvil,0.000-7.410,7.410
Cantabria,CA-148,Radar Móvil,0.000-4.880,4.880
Cantabria,CA-151,Radar Móvil,0.000-13.870,13.870
Cantabria,CA-170,Radar Móvil,0.000-10.980,10.980
Cantabria,CA-171,Radar Móvil,0.440-21.170,21.170
Cantabria,CA-180,Radar Móvil,0.000-11.720,11.720
Cantabria,CA-181,Radar Móvil,0.550-20.070,20.070
Cantabria,CA-183,Radar Móvil,0.000-23.900,23.900
Cantabria,CA-185,Radar Móvil,0.000-23.250,23.250
Cantabria,CA-231,Radar Móvil,0.000-12.500,12.500
Cantabria,CA-232,Radar Móvil,2.350-11.860,11.860
Cantabria,CA-241,Radar Móvil,0.000-5.100,5.100
Cantabria,N-611,Radar Móvil,135.110-175.020,175.020
Cantabria,N-611,Radar Móvil,190.490-203.200,203.200
Cantabria,N-621,Radar Móvil,121.650-165.990,165.990
Cantabria,N-621,Radar Móvil,182.550-188.860,188.860
Cantabria,N-623,Radar Móvil,130.020-143.270,143.270
Cantabria,N-623,Radar Móvil,92.870-124.440,124.440
Cantabria,N-629,Radar Móvil,64.400-74.350,74.350
Cantabria,N-629,Radar Móvil,74.350-76.500,76.500
Cantabria,N-629,Radar Móvil,76.500-86.720,86.720
Cantabria,N-629,Radar Tramo,81.15(2.560m),m)
Cantabria,N-629,Radar Tramo,83.37(1.933m),m)
Cantabria,N-634,Radar Móvil,166.000-181.000,181.000
Cantabria,N-634,Radar Móvil,231.850-279.250,279.250
Cantabria,S-10,Radar Fijo,3.4,Creciente
Cantabria,S-10,Radar Fijo,3.75,Decreciente
Castellón,A-23,Radar Fijo,19.8,Creciente
Castellón,AP-7,Radar Fijo,390.675,Creciente
Castellón,AP-7,Radar Fijo,356.72,Creciente
Castellón,AP-7,Radar Fijo,374.7,Decreciente
Castellón,AP-7,Radar Fijo,438.3,Creciente
Castellón,CV-10,Radar Fijo,26.925,Decreciente
Castellón,CV-10,Radar Fijo,55.93,Creciente
Castellón,CV-10,Radar Móvil,66.350-69.285,69.285
Castellón,CV-13,Radar Móvil,15.980-16.340,16.340
Castellón,CV-13,Radar Móvil,3.270-15.980,15.980
Castellón,CV-141,Radar Fijo,2.93,Creciente
Castellón,CV-149,Radar Fijo,1.4,Decreciente
Castellón,CV-15,Radar Móvil,0.000-55.770,55.770
Castellón,CV-18,Radar Móvil,1.146-5.597,5.597
Castellón,CV-18,Radar Fijo,13.35,Creciente
Castellón,CV-18,Radar Móvil,5.597-12.346,12.346
Castellón,CV-20,Radar Móvil,0.000-10.710,10.710
Castellón,CV-20,Radar Móvil,10.703-13.802,13.802
Castellón,N-225,Radar Fijo,5.088,Creciente
Castellón,N-232,Radar Móvil,0.590-4.890,4.890
Castellón,N-232,Radar Móvil,16.390-20.810,20.810
Castellón,N-232,Radar Móvil,20.810-30.910,30.910
Castellón,N-232,Radar Móvil,32.486-46.001,46.001
Castellón,N-232,Radar Móvil,60.842-61.201,61.201
Castellón,N-234,Radar Móvil,23.800-24.713,24.713
Castellón,N-234,Radar Móvil,38.970-63.600,63.600
Castellón,N-238,Radar Fijo,5.002,Creciente
Castellón,N-238,Radar Móvil,0.797-7.796,7.796
Castellón,N-340,Radar Fijo,1003.52,Creciente
Castellón,N-340,Radar Fijo,1010.6,Creciente
Castellón,N-340,Radar Fijo,1010.6,Decreciente
Castellón,N-340,Radar Móvil,1018.990-1039.130,1039.130
Castellón,N-340,Radar Tramo,1033.05(2.878m),m)
Castellón,N-340,Radar Tramo,1035.8(2.879m),m)
Castellón,N-340,Radar Móvil,1039.114-1056.849,1056.849
Castellón,N-340,Radar Móvil,948.998-958.300,958.300
Castellón,N-340,Radar Móvil,958.286-961.436,961.436
Castellón,N-340,Radar Fijo,960.9,Creciente
Castellón,N-340,Radar Móvil,961.440-974.700,974.700
Castellón,N-340,Radar Móvil,975.080-980.050,980.050
Castellón,N-340,Radar Móvil,980.030-989.930,989.930
Castellón,N-340,Radar Móvil,989.900-993.750,993.750
Castellón,N-340,Radar Móvil,993.730-1019.010,1019.010
Castellón,N-340a,Radar Fijo,1049.45,Decreciente
Castellón,N-340a,Radar Móvil,969.970-972.080,972.080
Ciudad Real,A-4,Radar Fijo,135.641,Creciente
Ciudad Real,A-4,Radar Fijo,177.5,Decreciente
Ciudad Real,A-4,Radar Fijo,230.8,Decreciente
Ciudad Real,A-4,Radar Fijo,230.8,Creciente
Ciudad Real,CM-3012,Radar Móvil,0.000-8.620,8.620
Ciudad Real,CM-3102,Radar Móvil,3.090-33.310,33.310
Ciudad Real,CM-3107,Radar Móvil,0.000-46.400,46.400
Ciudad Real,CM-3109,Radar Móvil,0.000-5.500,5.500
Ciudad Real,CM-3109,Radar Móvil,6.420-54.330,54.330
Ciudad Real,CM-403,Radar Fijo,89,Creciente
Ciudad Real,CM-403,Radar Móvil,27.400-88.700,88.700
Ciudad Real,CM-403,Radar Móvil,76.400-101.500,101.500
Ciudad Real,CM-4103,Radar Móvil,0.000-49.060,49.060
Ciudad Real,CM-4103,Radar Móvil,49.830-77.100,77.100
Ciudad Real,CM-4106,Radar Móvil,43.870-51.140,51.140
Ciudad Real,CM-4106,Radar Móvil,51.130-100.320,100.320
Ciudad Real,CM-4110,Radar Móvil,0.000-29.770,29.770
Ciudad Real,CM-4110,Radar Móvil,30.000-59.270,59.270
Ciudad Real,CM-4111,Radar Fijo,7.452,Creciente
Ciudad Real,CM-4111,Radar Móvil,0.000-68.660,68.660
Ciudad Real,CM-4112,Radar Móvil,0.010-23.720,23.720
Ciudad Real,CM-412,Radar Móvil,57.860-154.570,154.570
Ciudad Real,CM-4120,Radar Móvil,0.000-31.220,31.220
Ciudad Real,CM-4124,Radar Fijo,22,Decreciente
Ciudad Real,CM-4124,Radar Fijo,8.004,Creciente
Ciudad Real,CM-4126,Radar Móvil,0.000-9.250,9.250
Ciudad Real,CM-4126,Radar Móvil,10.520-18.230,18.230
Ciudad Real,CM-415,Radar Móvil,0.000-43.790,43.790
Ciudad Real,CM-420,Radar Fijo,29.155,Creciente
Ciudad Real,CM-420,Radar Móvil,0.000-31.620,31.620
Ciudad Real,CM-420,Radar Móvil,32.500-42.500,42.500
Ciudad Real,CM-420,Radar Móvil,67.530-88.760,88.760
Ciudad Real,CM-4202,Radar Móvil,6.500-26.000,26.000
Ciudad Real,CR-1342,Radar Móvil,0.220-12.720,12.720
Ciudad Real,CR-501,Radar Móvil,0.000-11.890,11.890
Ciudad Real,CR-502,Radar Móvil,1.620-15.010,15.010
Ciudad Real,CR-5021,Radar Móvil,0.000-22.840,22.840
Ciudad Real,CR-5031,Radar Móvil,4.840-9.940,9.940
Ciudad Real,CR-5033,Radar Móvil,0.000-5.110,5.110
Ciudad Real,CR-5212,Radar Móvil,0.000-25.500,25.500
Ciudad Real,CR-612,Radar Móvil,0.000-12.030,12.030
Ciudad Real,CR-711,Radar Móvil,0.000-16.030,16.030
Ciudad Real,CR-721,Radar Móvil,0.000-36.720,36.720
Ciudad Real,N-401,Radar Fijo,150.203,Creciente
Ciudad Real,N-401,Radar Móvil,149.040-187.190,187.190
Ciudad Real,N-401,Radar Fijo,178.75,Decreciente
Ciudad Real,N-420,Radar Móvil,93.160-188.730,188.730
Ciudad Real,N-430,Radar Fijo,273.979,Decreciente
Ciudad Real,N-430,Radar Fijo,404.783,Creciente
Ciudad Real,N-430,Radar Móvil,203.750-306.740,306.740
Ciudad Real,N-430,Radar Móvil,309.240-362.880,362.880
Ciudad Real,N-430,Radar Móvil,365.720-367.450,367.450
Ciudad Real,N-430,Radar Móvil,367.430-419.590,419.590
Ciudad Real,N-502,Radar Móvil,264.030-328.690,328.690
Córdoba,A-304,Radar Móvil,0.000-16.770,16.770
Córdoba,A-306,Radar Móvil,0.000-11.270,11.270
Córdoba,A-3130,Radar Móvil,13.560-32.100,32.100
Córdoba,A-318,Radar Móvil,16.710-38.460,38.460
Córdoba,A-318,Radar Móvil,48.990-72.580,72.580
Córdoba,A-331,Radar Móvil,0.000-31.400,31.400
Córdoba,A-339,Radar Fijo,2.615,Creciente
Córdoba,A-339,Radar Móvil,0.000-42.870,42.870
Córdoba,A-379,Radar Móvil,17.360-42.600,42.600
Córdoba,A-386,Radar Fijo,11.3,Creciente
Córdoba,A-386,Radar Móvil,11.770-25.920,25.920
Córdoba,A-4,Radar Fijo,416.058,Decreciente
Córdoba,A-4,Radar Fijo,417.588,Decreciente
Córdoba,A-4,Radar Fijo,410.14,Creciente
Córdoba,A-424,Radar Móvil,0.000-30.270,30.270
Córdoba,A-424,Radar Móvil,30.270-46.860,46.860
Córdoba,A-431,Radar Móvil,11.900-27.060,27.060
Córdoba,A-431,Radar Fijo,29.66,Creciente
Córdoba,A-431,Radar Móvil,29.720-41.380,41.380
Córdoba,A-431,Radar Móvil,41.380-50.620,50.620
Córdoba,A-440,Radar Móvil,4.740-24.270,24.270
Córdoba,A-445,Radar Móvil,16.010-22.720,22.720
Córdoba,A-45,Radar Fijo,52.3,Decreciente
Córdoba,CH-2,Radar Móvil,0.000-15.600,15.600
Córdoba,CO-4311,Radar Móvil,6.210-12.430,12.430
Córdoba,N-331,Radar Móvil,33.340-46.640,46.640
Córdoba,N-420,Radar Móvil,48.740-93.160,93.160
Córdoba,N-432,Radar Fijo,264,Creciente
Córdoba,N-432,Radar Fijo,194.352,Decreciente
Córdoba,N-432,Radar Fijo,219.552,Decreciente
Córdoba,N-432,Radar Fijo,302.562,Decreciente
Córdoba,N-432,Radar Fijo,310.918,Decreciente
Córdoba,N-432,Radar Móvil,162.120-201.020,201.020
Córdoba,N-432,Radar Móvil,232.090-246.480,246.480
Córdoba,N-432,Radar Fijo,245.3,Creciente
Córdoba,N-432,Radar Móvil,246.480-264.380,264.380
Córdoba,N-432,Radar Móvil,276.120-306.560,306.560
Córdoba,N-432,Radar Móvil,312.280-328.810,328.810
Córdoba,N-432,Radar Móvil,328.810-337.060,337.060
Córdoba,N-432,Radar Móvil,337.060-340.650,340.650
Córdoba,N-437,Radar Móvil,2.680-6.740,6.740
Córdoba,N-502,Radar Móvil,328.690-391.730,391.730
Córdoba,N-502,Radar Fijo,380.5,Decreciente
Córdoba,N-IVa,Radar Móvil,382.710-398.250,398.250
Cuenca,A-3,Radar Fijo,78.357,Decreciente
Cuenca,A-3,Radar Fijo,156.57,Creciente
Cuenca,A-31,Radar Fijo,11.635,Creciente
Cuenca,A-40,Radar Fijo,299.452,Creciente
Cuenca,CM-200,Radar Fijo,25.283,Creciente
Cuenca,CM-200,Radar Móvil,13.170-18.170,18.170
Cuenca,CM-200,Radar Móvil,42.280-64.150,64.150
Cuenca,CM-200,Radar Móvil,8.980-10.930,10.930
Cuenca,CM-2106,Radar Móvil,0.000-9.000,9.000
Cuenca,CM-211,Radar Móvil,0.000-28.260,28.260
Cuenca,CM-211,Radar Móvil,30.010-33.800,33.800
Cuenca,CM-211,Radar Móvil,33.800-38.780,38.780
Cuenca,CM-211,Radar Móvil,38.780-38.900,38.900
Cuenca,CM-215,Radar Móvil,0.000-31.500,31.500
Cuenca,CM-220,Radar Fijo,92.4,Decreciente
Cuenca,CM-3009,Radar Móvil,65.550-79.050,79.050
Cuenca,CM-310,Radar Móvil,100.560-103.810,103.810
Cuenca,CM-310,Radar Móvil,72.130-87.500,87.500
Cuenca,CM-310,Radar Móvil,90.750-100.560,100.560
Cuenca,CM-3201,Radar Fijo,5.283,Decreciente
Cuenca,N-301,Radar Fijo,190.633,Creciente
Cuenca,N-301,Radar Fijo,191.165,Decreciente
Cuenca,N-301,Radar Móvil,134.250-153.700,153.700
Cuenca,N-301,Radar Móvil,153.680-178.530,178.530
Cuenca,N-301,Radar Móvil,178.530-182.620,182.620
Cuenca,N-310,Radar Fijo,191.425,Decreciente
Cuenca,N-310,Radar Móvil,144.990-146.030,146.030
Cuenca,N-310,Radar Móvil,149.640-158.920,158.920
Cuenca,N-310,Radar Móvil,158.920-174.150,174.150
Cuenca,N-320,Radar Móvil,145.070-165.710,165.710
Cuenca,N-320,Radar Móvil,165.710-181.770,181.770
Cuenca,N-320,Radar Móvil,181.770-197.040,197.040
Cuenca,N-330,Radar Móvil,215.620-239.070,239.070
Cuenca,N-400,Radar Móvil,139.370-174.360,174.360
Cuenca,N-400,Radar Móvil,88.360-93.470,93.470
Cuenca,N-420,Radar Fijo,339.218,Decreciente
Cuenca,N-420,Radar Fijo,465.328,Decreciente
Cuenca,N-420,Radar Móvil,325.390-374.750,374.750
Cuenca,N-420,Radar Móvil,382.420-386.200,386.200
Cuenca,N-420,Radar Móvil,386.200-432.460,432.460
Cuenca,N-420,Radar Móvil,435.000-473.230,473.230
Cuenca,N-IIIa,Radar Móvil,130.940-133.000,133.000
Granada,A-308,Radar Móvil,0.000-25.000,25.000
Granada,A-308,Radar Móvil,25.000-37.040,37.040
Granada,A-308,Radar Fijo,34.6,Creciente
Granada,A-315,Radar Móvil,98.980-103.740,103.740
Granada,A-317,Radar Móvil,58.990-113.260,113.260
Granada,A-325,Radar Móvil,34.073-41.379,41.379
Granada,A-330,Radar Móvil,0.000-65.110,65.110
Granada,A-334,Radar Móvil,0.000-17.740,17.740
Granada,A-336,Radar Móvil,7.979-13.021,13.021
Granada,A-338,Radar Móvil,3.907-9.785,9.785
Granada,A-395,Radar Fijo,8.723,Decreciente
Granada,A-395,Radar Fijo,12.34,Decreciente
Granada,A-4006,Radar Móvil,0.000-2.750,2.750
Granada,A-403,Radar Móvil,29.160-34.960,34.960
Granada,A-403R3,Radar Móvil,0.000-0.600,0.600
Granada,A-4050,Radar Móvil,0.000-36.002,36.002
Granada,A-4132,Radar Móvil,0.989-8.003,8.003
Granada,A-4150,Radar Móvil,0.000-10.810,10.810
Granada,A-4200,Radar Móvil,14.976-34.981,34.981
Granada,A-92,Radar Fijo,241.723,Decreciente
Granada,A-92,Radar Fijo,256.35,Decreciente
Granada,A-92N,Radar Fijo,9.25,Creciente
Granada,GR-30,Radar Fijo,8.705,Creciente
Granada,GR-30,Radar Fijo,17.565,Decreciente
Granada,GR-3303,Radar Fijo,3.765,Decreciente
Granada,GR-3303,Radar Fijo,2.65,Creciente
Granada,GR-3312,Radar Móvil,0.000-5.280,5.280
Granada,GR-3405,Radar Móvil,0.000-3.009,3.009
Granada,GR-3424,Radar Fijo,2.16,Decreciente
Granada,GR-3424,Radar Móvil,2.974-11.612,11.612
Granada,GR-4402,Radar Móvil,0.000-3.957,3.957
Granada,GR-5105,Radar Móvil,0.000-5.060,5.060
Granada,GR-5300,Radar Móvil,5.003-15.322,15.322
Granada,GR-6104,Radar Móvil,0.000-3.550,3.550
Granada,GR-6203,Radar Móvil,0.000-8.810,8.810
Granada,GR-9107,Radar Móvil,0.000-8.510,8.510
Granada,N-323,Radar Móvil,187.290-189.760,189.760
Granada,N-323a,Radar Móvil,380.850-387.940,387.940
Granada,N-323a,Radar Móvil,388.450-400.440,400.440
Granada,N-340,Radar Fijo,339.06,Decreciente
Granada,N-340,Radar Fijo,347.8,Creciente
Granada,N-340,Radar Fijo,358.9,Creciente
Granada,N-340,Radar Móvil,359.520-375.020,375.020
Granada,N-432,Radar Móvil,399.820-431.820,431.820
Granada,N-432,Radar Fijo,422.9,Creciente
Guadalajara,A-2,Radar Fijo,122,Decreciente
Guadalajara,A-2,Radar Fijo,53.559,Decreciente
Guadalajara,A-2,Radar Fijo,136.342,Creciente
Guadalajara,A-2,Radar Fijo,50.05,Creciente
Guadalajara,CM-1001,Radar Móvil,0.000-17.230,17.230
Guadalajara,CM-1001,Radar Móvil,49.370-75.200,75.200
Guadalajara,CM-1002,Radar Móvil,4.750-30.860,30.860
Guadalajara,CM-1003,Radar Móvil,0.000-33.960,33.960
Guadalajara,CM-1003,Radar Móvil,40.890-58.550,58.550
Guadalajara,CM-1006,Radar Móvil,0.060-51.620,51.620
Guadalajara,CM-1007,Radar Móvil,0.080-2.870,2.870
Guadalajara,CM-1008,Radar Móvil,0.500-15.150,15.150
Guadalajara,CM-1008,Radar Móvil,17.860-25.170,25.170
Guadalajara,CM-101,Radar Fijo,4.764,Decreciente
Guadalajara,CM-101,Radar Móvil,3.120-82.470,82.470
Guadalajara,CM-101,Radar Móvil,84.560-99.330,99.330
Guadalajara,CM-110,Radar Móvil,0.000-43.310,43.310
Guadalajara,CM-1101,Radar Fijo,12.48,Decreciente
Guadalajara,CM-200,Radar Móvil,64.150-114.720,114.720
Guadalajara,CM-2004,Radar Móvil,0.130-17.680,17.680
Guadalajara,CM-2005,Radar Móvil,0.020-30.880,30.880
Guadalajara,CM-2011,Radar Móvil,0.000-13.060,13.060
Guadalajara,CM-2011,Radar Móvil,13.060-35.250,35.250
Guadalajara,CM-2028,Radar Móvil,7.420-15.080,15.080
Guadalajara,CM-2029,Radar Móvil,0.000-13.760,13.760
Guadalajara,CM-2113,Radar Móvil,0.000-22.060,22.060
Guadalajara,CM-2115,Radar Móvil,0.040-27.460,27.460
Guadalajara,GU-203,Radar Móvil,0.000-6.270,6.270
Guadalajara,N-204,Radar Móvil,0.130-67.800,67.800
Guadalajara,N-211,Radar Móvil,0.560-60.380,60.380
Guadalajara,N-211,Radar Móvil,60.380-91.470,91.470
Guadalajara,N-320,Radar Fijo,241.945,Creciente
Guadalajara,N-320,Radar Fijo,306.364,Creciente
Guadalajara,N-320,Radar Fijo,310.815,Decreciente
Guadalajara,N-320,Radar Móvil,197.040-220.000,220.000
Guadalajara,N-320,Radar Móvil,228.900-239.210,239.210
Guadalajara,N-320,Radar Móvil,239.210-269.310,269.310
Guadalajara,N-320,Radar Tramo,259.16(4.773m),m)
Guadalajara,N-320,Radar Tramo,264.11(4.778m),m)
Guadalajara,N-320,Radar Móvil,290.140-294.810,294.810
Guadalajara,N-320,Radar Tramo,298.13(2.438m),m)
Guadalajara,N-320,Radar Tramo,300.5(2.439m),m)
Guadalajara,N-320,Radar Móvil,301.980-316.990,316.990
Huelva,A-461,Radar Móvil,23.330-53.930,53.930
Huelva,A-472,Radar Móvil,18.620-35.120,35.120
Huelva,A-474,Radar Móvil,32.980-48.010,48.010
Huelva,A-481,Radar Móvil,3.450-10.470,10.470
Huelva,A-483,Radar Móvil,14.010-23.910,23.910
Huelva,A-483,Radar Móvil,23.910-27.330,27.330
Huelva,A-483,Radar Móvil,27.330-41.320,41.320
Huelva,A-483,Radar Fijo,37.6,Decreciente
Huelva,A-484,Radar Móvil,0.140-16.590,16.590
Huelva,A-486,Radar Móvil,0.000-12.900,12.900
Huelva,A-49,Radar Fijo,50.825,Decreciente
Huelva,A-49,Radar Fijo,46.3,Creciente
Huelva,A-492,Radar Móvil,0.000-3.240,3.240
Huelva,A-492,Radar Fijo,8.6,Creciente
Huelva,A-493,Radar Móvil,0.000-35.930,35.930
Huelva,A-494,Radar Móvil,0.000-7.000,7.000
Huelva,A-494,Radar Fijo,13.03,Creciente
Huelva,A-494,Radar Móvil,27.000-53.570,53.570
Huelva,A-494,Radar Móvil,7.000-27.000,27.000
Huelva,A-496,Radar Móvil,2.810-40.300,40.300
Huelva,A-497,Radar Fijo,11.89,Decreciente
Huelva,A-497,Radar Fijo,2.6,Creciente
Huelva,A-497,Radar Fijo,3.11,Decreciente
Huelva,A-5053,Radar Móvil,0.000-4.810,4.810
Huelva,A-5054,Radar Móvil,0.000-9.820,9.820
Huelva,H-30,Radar Fijo,8.502,Decreciente
Huelva,H-31,Radar Fijo,79.93,Creciente
Huelva,HU-3300,Radar Móvil,0.000-3.810,3.810
Huelva,HU-4403,Radar Móvil,0.000-13.620,13.620
Huelva,HU-5101,Radar Móvil,0.650-13.120,13.120
Huelva,HU-6102,Radar Móvil,0.000-9.020,9.020
Huelva,N-431,Radar Móvil,102.920-114.450,114.450
Huelva,N-431,Radar Móvil,120.870-134.670,134.670
Huelva,N-433,Radar Móvil,103.780-152.570,152.570
Huelva,N-433,Radar Tramo,118.332(4.620m),m)
Huelva,N-433,Radar Tramo,122.961(4.615m),m)
Huelva,N-435,Radar Fijo,199.905,Creciente
Huelva,N-435,Radar Móvil,129.480-169.230,169.230
Huelva,N-435,Radar Fijo,151.5,Creciente
Huelva,N-435,Radar Móvil,169.230-190.040,190.040
Huelva,N-435,Radar Fijo,178.29,Decreciente
Huelva,N-435,Radar Fijo,180.05,Creciente
Huelva,N-435,Radar Móvil,190.040-222.130,222.130
Huelva,N-442,Radar Móvil,7.350-17.870,17.870
Huelva,N-445,Radar Móvil,0.000-3.120,3.120
Huelva,N-630,Radar Móvil,738.480-745.870,745.870
Huesca,A-1212,Radar Móvil,0.000-24.250,24.250
Huesca,A-1213,Radar Móvil,0.000-17.930,17.930
Huesca,A-1223,Radar Móvil,0.000-41.700,41.700
Huesca,A-1234,Radar Móvil,0.000-28.490,28.490
Huesca,A-1234,Radar Móvil,29.040-51.450,51.450
Huesca,A-1240,Radar Móvil,0.000-11.440,11.440
Huesca,A-1241,Radar Móvil,0.430-22.360,22.360
Huesca,A-129,Radar Móvil,33.530-68.060,68.060
Huesca,A-130,Radar Móvil,0.000-29.690,29.690
Huesca,A-131,Radar Móvil,0.000-54.060,54.060
Huesca,A-131,Radar Móvil,54.060-101.720,101.720
Huesca,A-132,Radar Móvil,1.450-27.530,27.530
Huesca,A-132,Radar Fijo,2.6,Decreciente
Huesca,A-136,Radar Móvil,0.000-27.060,27.060
Huesca,A-136,Radar Fijo,12.75,Creciente
Huesca,A-136,Radar Fijo,13.5,Decreciente
Huesca,A-138,Radar Móvil,0.000-47.060,47.060
Huesca,A-138,Radar Fijo,10.02,Decreciente
Huesca,A-138,Radar Móvil,47.060-92.490,92.490
Huesca,A-139,Radar Móvil,0.000-25.730,25.730
Huesca,A-139,Radar Móvil,46.790-72.880,72.880
Huesca,A-140,Radar Móvil,1.570-23.900,23.900
Huesca,A-23,Radar Fijo,355.2,Creciente
Huesca,N-123,Radar Móvil,0.000-20.770,20.770
Huesca,N-123,Radar Móvil,20.770-37.240,37.240
Huesca,N-123,Radar Fijo,3.26,Decreciente
Huesca,N-123a,Radar Móvil,21.440-42.960,42.960
Huesca,N-211,Radar Fijo,319.025,Decreciente
Huesca,N-211,Radar Móvil,318.260-330.180,330.180
Huesca,N-230,Radar Móvil,29.000-64.220,64.220
Huesca,N-230,Radar Fijo,48.25,Creciente
Huesca,N-230,Radar Móvil,64.220-117.360,117.360
Huesca,N-240,Radar Fijo,202.002,Creciente
Huesca,N-240,Radar Móvil,182.530-211.260,211.260
Huesca,N-240,Radar Fijo,186.83,Decreciente
Huesca,N-240,Radar Fijo,204.3,Creciente
Huesca,N-240,Radar Fijo,204.9,Decreciente
Huesca,N-240,Radar Móvil,283.480-303.000,303.000
Huesca,N-240,Radar Móvil,303.000-316.790,316.790
Huesca,N-260,Radar Fijo,433.795,Creciente
Huesca,N-260a,Radar Fijo,516.145,Creciente
