Ciudad,via,tipo radar,km,direccion
Huesca,N-260a,Radar Móvil,464.000-517.510,517.510
Huesca,N-330,Radar Fijo,629.605,Creciente
Huesca,N-330,Radar Fijo,667.435,Decreciente
Huesca,N-330,Radar Fijo,668.655,Creciente
Huesca,N-330,Radar Fijo,670.101,Creciente
Huesca,N-330,Radar Fijo,671.745,Decreciente
Huesca,N-330,Radar Móvil,586.370-611.830,611.830
Huesca,N-330,Radar Móvil,611.830-632.820,632.820
Huesca,N-330,Radar Fijo,628.09,Creciente
Huesca,N-330,Radar Móvil,646.630-666.380,666.380
Huesca,N-II,Radar Móvil,394.350-431.010,431.010
Huesca,N-II,Radar Fijo,422.15,Creciente
Jaén,A-301,Radar Móvil,0.000-47.300,47.300
Jaén,A-302,Radar Fijo,13.275,Creciente
Jaén,A-302,Radar Móvil,0.000-13.860,13.860
Jaén,A-305,Radar Móvil,0.000-21.870,21.870
Jaén,A-306,Radar Móvil,22.680-57.900,57.900
Jaén,A-306,Radar Fijo,33.8,Creciente
Jaén,A-306,Radar Fijo,55.87,Decreciente
Jaén,A-310,Radar Móvil,8.250-18.650,18.650
Jaén,A-311,Radar Móvil,0.000-33.080,33.080
Jaén,A-311,Radar Fijo,25.5,Creciente
Jaén,A-312,Radar Móvil,0.000-4.870,4.870
Jaén,A-312,Radar Móvil,27.510-61.100,61.100
Jaén,A-312,Radar Fijo,35.9,Creciente
Jaén,A-312,Radar Móvil,4.870-27.510,27.510
Jaén,A-312,Radar Móvil,68.030-80.070,80.070
Jaén,A-315,Radar Móvil,65.380-74.900,74.900
Jaén,A-316,Radar Fijo,4,Decreciente
Jaén,A-316,Radar Fijo,92,Decreciente
Jaén,A-316,Radar Fijo,59.72,Decreciente
Jaén,A-316,Radar Móvil,77.000-96.900,96.900
Jaén,A-319,Radar Fijo,7.7,Decreciente
Jaén,A-320,Radar Móvil,0.000-19.830,19.830
Jaén,A-321,Radar Móvil,0.000-16.390,16.390
Jaén,A-339,Radar Móvil,42.870-51.120,51.120
Jaén,A-4,Radar Tramo,245.229(3.130m),m)
Jaén,A-401,Radar Móvil,0.900-61.210,61.210
Jaén,A-401,Radar Fijo,20.1,Creciente
Jaén,A-403,Radar Móvil,0.000-10.910,10.910
Jaén,A-403R1,Radar Móvil,0.000-3.330,3.330
Jaén,A-44,Radar Fijo,76.373,Decreciente
Jaén,A-44,Radar Fijo,39.01,Creciente
Jaén,A-44,Radar Fijo,42.6,Decreciente
Jaén,A-6050,Radar Fijo,0.95,Decreciente
Jaén,A-6178,Radar Móvil,0.000-27.390,27.390
Jaén,JA-2321,Radar Móvil,0.000-11.350,11.350
Jaén,JA-4102,Radar Móvil,0.000-10.550,10.550
Jaén,JA-5102,Radar Móvil,0.000-2.030,2.030
Jaén,N-322,Radar Móvil,125.820-147.510,147.510
Jaén,N-322,Radar Móvil,147.510-246.450,246.450
Jaén,N-322,Radar Fijo,233.1,Decreciente
Jaén,N-323a,Radar Móvil,38.990-49.680,49.680
Jaén,N-323a,Radar Móvil,49.650-62.720,62.720
Jaén,N-432,Radar Fijo,384.528,Creciente
Jaén,N-432,Radar Móvil,352.140-389.000,389.000
Jaén,N-432,Radar Móvil,389.000-390.670,390.670
Jaén,N-432,Radar Móvil,390.670-399.820,399.820
Jaén,N-432,Radar Fijo,391.7,Decreciente
Jaén,N-432a,Radar Móvil,388.930-389.310,389.310
Las Palmas,FV-1,Radar Móvil,0.500-27.850,27.850
Las Palmas,FV-10,Radar Móvil,6.450-22.610,22.610
Las Palmas,FV-101,Radar Móvil,0.000-14.930,14.930
Las Palmas,FV-2,Radar Fijo,1.285,Decreciente
Las Palmas,FV-2,Radar Móvil,0.000-23.310,23.310
Las Palmas,FV-2,Radar Fijo,0.574,Creciente
Las Palmas,FV-2,Radar Móvil,23.310-39.230,39.230
Las Palmas,FV-2,Radar Móvil,39.230-45.340,45.340
Las Palmas,FV-2,Radar Móvil,45.340-73.460,73.460
Las Palmas,FV-2,Radar Móvil,73.450-82.400,82.400
Las Palmas,FV-20,Radar Móvil,2.260-20.360,20.360
Las Palmas,FV-20,Radar Móvil,26.210-41.500,41.500
Las Palmas,FV-50,Radar Móvil,0.000-5.290,5.290
Las Palmas,FV-56,Radar Móvil,0.000-4.970,4.970
Las Palmas,GC-1,Radar Fijo,42.203,Creciente
Las Palmas,GC-1,Radar Fijo,56.654,Decreciente
Las Palmas,GC-1,Radar Fijo,15.1,Creciente
Las Palmas,GC-1,Radar Fijo,15.3,Decreciente
Las Palmas,GC-1,Radar Fijo,5.35,Decreciente
Las Palmas,GC-105,Radar Móvil,0.000-2.750,2.750
Las Palmas,GC-110,Radar Móvil,0.000-6.580,6.580
Las Palmas,GC-15,Radar Móvil,0.000-28.700,28.700
Las Palmas,GC-191,Radar Móvil,0.680-11.990,11.990
Las Palmas,GC-200,Radar Móvil,0.000-65.230,65.230
Las Palmas,GC-21,Radar Móvil,0.000-38.770,38.770
Las Palmas,GC-3,Radar Fijo,1.5,Decreciente
Las Palmas,GC-3,Radar Fijo,4.66,Creciente
Las Palmas,GC-300,Radar Móvil,0.000-12.100,12.100
Las Palmas,GC-31,Radar Móvil,0.000-3.650,3.650
Las Palmas,GC-4,Radar Móvil,0.000-2.110,2.110
Las Palmas,GC-500,Radar Móvil,0.000-27.280,27.280
Las Palmas,LZ-1,Radar Móvil,10.480-33.040,33.040
Las Palmas,LZ-10,Radar Móvil,0.000-27.520,27.520
Las Palmas,LZ-2,Radar Fijo,1.215,Decreciente
Las Palmas,LZ-2,Radar Fijo,1.28,Creciente
Las Palmas,LZ-2,Radar Móvil,9.500-36.750,36.750
Las Palmas,LZ-20,Radar Móvil,0.190-17.450,17.450
Las Palmas,LZ-3,Radar Móvil,0.000-5.060,5.060
Las Palmas,LZ-30,Radar Fijo,16.625,Decreciente
Las Palmas,LZ-30,Radar Fijo,18.445,Creciente
Las Palmas,LZ-30,Radar Fijo,21.615,Decreciente
Las Palmas,LZ-56,Radar Fijo,5.195,Creciente
Las Palmas,LZ-56,Radar Fijo,0.88,Creciente
Las Palmas,LZ-56,Radar Fijo,3.76,Decreciente
Las Palmas,LZ-67,Radar Móvil,0.000-20.250,20.250
Las Palmas,LZ-67,Radar Tramo,13.495(5.490m),m)
Las Palmas,LZ-67,Radar Tramo,16.22(5.504m),m)
Las Palmas,LZ-67,Radar Tramo,20.16(12.027m),m)
Las Palmas,LZ-67,Radar Tramo,20.16(5.490m),m)
Las Palmas,LZ-67,Radar Tramo,7.925(12.022m),m)
Las Palmas,LZ-67,Radar Tramo,7.925(5.504m),m)
Las Palmas,LZ-701,Radar Tramo,0.26(3.356m),m)
Las Palmas,LZ-701,Radar Tramo,10.685(6.495m),m)
Las Palmas,LZ-701,Radar Tramo,3.645(3.362m),m)
Las Palmas,LZ-701,Radar Tramo,4.145(6.482m),m)
La Rioja,A-12,Radar Fijo,123.97,Creciente
La Rioja,A-13,Radar Fijo,2.48,Decreciente
La Rioja,AP-68,Radar Fijo,174.192,Creciente
La Rioja,AP-68,Radar Fijo,175.9,Decreciente
La Rioja,AP-68,Radar Fijo,78.89,Decreciente
La Rioja,AP-68,Radar Fijo,86.1,Creciente
La Rioja,LO-20,Radar Fijo,14.95,Decreciente
La Rioja,LR-111,Radar Móvil,0.000-26.710,26.710
La Rioja,LR-111,Radar Móvil,26.710-37.720,37.720
La Rioja,LR-113,Radar Móvil,0.030-76.410,76.410
La Rioja,LR-115,Radar Móvil,0.000-26.970,26.970
La Rioja,LR-115,Radar Móvil,26.970-43.300,43.300
La Rioja,LR-123,Radar Móvil,0.000-48.880,48.880
La Rioja,LR-131,Radar Móvil,2.510-3.820,3.820
La Rioja,LR-134,Radar Móvil,0.000-11.140,11.140
La Rioja,LR-134,Radar Móvil,11.140-16.740,16.740
La Rioja,LR-209,Radar Móvil,0.900-10.890,10.890
La Rioja,LR-250,Radar Fijo,3.484,Creciente
La Rioja,LR-250,Radar Móvil,1.950-4.200,4.200
La Rioja,LR-250,Radar Móvil,4.200-58.000,58.000
La Rioja,LR-254,Radar Móvil,0.000-6.220,6.220
La Rioja,N-111,Radar Móvil,262.570-310.210,310.210
La Rioja,N-111,Radar Móvil,310.210-321.400,321.400
La Rioja,N-111,Radar Fijo,317.35,Creciente
La Rioja,N-113,Radar Móvil,64.650-68.180,68.180
La Rioja,N-120,Radar Móvil,47.930-53.290,53.290
La Rioja,N-232,Radar Fijo,441.863,Creciente
La Rioja,N-232,Radar Móvil,330.900-332.130,332.130
La Rioja,N-232,Radar Móvil,332.130-347.650,347.650
La Rioja,N-232,Radar Móvil,347.650-360.810,360.810
La Rioja,N-232,Radar Móvil,362.370-371.500,371.500
La Rioja,N-232,Radar Móvil,371.500-385.770,385.770
La Rioja,N-232,Radar Fijo,371.8,Decreciente
La Rioja,N-232,Radar Móvil,385.770-396.900,396.900
La Rioja,N-232,Radar Fijo,392.63,Decreciente
La Rioja,N-232,Radar Móvil,396.900-402.760,402.760
La Rioja,N-232,Radar Móvil,417.460-420.320,420.320
La Rioja,N-232,Radar Móvil,420.310-429.000,429.000
La Rioja,N-232,Radar Móvil,429.000-446.630,446.630
La Rioja,N-232,Radar Móvil,447.740-452.810,452.810
La Rioja,N-232,Radar Móvil,458.420-467.880,467.880
León,A-6,Radar Fijo,343,Decreciente
León,A-6,Radar Fijo,326.173,Decreciente
León,A-6,Radar Fijo,347.911,Creciente
León,A-6,Radar Fijo,380.719,Decreciente
León,A-6,Radar Fijo,397.638,Creciente
León,A-6,Radar Fijo,426.677,Decreciente
León,A-66,Radar Fijo,160.573,Decreciente
León,A-66,Radar Fijo,146.63,Creciente
León,A-66,Radar Fijo,146.65,Decreciente
León,AP-66,Radar Fijo,140.879,Creciente
León,AP-66,Radar Tramo,101.5(1.839m),m)
León,CL-613,Radar Móvil,48.400-59.800,59.800
León,CL-621,Radar Móvil,33.570-46.320,46.320
León,CL-621,Radar Móvil,46.320-60.570,60.570
León,CL-621,Radar Móvil,8.370-30.790,30.790
León,CL-622,Radar Móvil,0.000-27.630,27.630
León,CL-622,Radar Móvil,27.640-41.700,41.700
León,CL-623,Radar Móvil,0.000-27.000,27.000
León,CL-624,Radar Móvil,0.000-18.870,18.870
León,CL-624,Radar Móvil,18.870-37.400,37.400
León,CL-626,Radar Móvil,124.160-142.400,142.400
León,CL-631,Radar Móvil,2.500-5.000,5.000
León,CL-631,Radar Móvil,20.140-45.570,45.570
León,LE-110,Radar Móvil,0.000-17.700,17.700
León,LE-125,Radar Móvil,2.670-25.200,25.200
León,LE-232,Radar Móvil,1.470-32.660,32.660
León,LE-311,Radar Móvil,0.000-25.400,25.400
León,LE-451,Radar Móvil,0.000-42.000,42.000
León,LE-493,Radar Móvil,0.000-11.420,11.420
León,LE-512,Radar Móvil,0.000-27.540,27.540
León,LE-713,Radar Móvil,8.880-15.300,15.300
León,N-120,Radar Fijo,309,Creciente
León,N-120,Radar Móvil,240.000-264.720,264.720
León,N-120,Radar Fijo,311.53,Decreciente
León,N-120,Radar Fijo,312.26,Creciente
León,N-120,Radar Móvil,313.390-334.030,334.030
León,N-120,Radar Tramo,317.6(2.083m),m)
León,N-120,Radar Tramo,319.6(2.085m),m)
León,N-120,Radar Móvil,334.030-348.690,348.690
León,N-120,Radar Móvil,426.000-437.120,437.120
León,N-536,Radar Móvil,5.000-28.000,28.000
León,N-601,Radar Móvil,274.970-288.250,288.250
León,N-601,Radar Móvil,288.250-302.460,302.460
León,N-601,Radar Móvil,302.460-309.170,309.170
León,N-621,Radar Móvil,8.780-25.490,25.490
León,N-625,Radar Móvil,18.810-61.440,61.440
León,N-630,Radar Móvil,119.700-142.520,142.520
León,N-630,Radar Tramo,132.05(5.444m),m)
León,N-630,Radar Tramo,137.5(5.440m),m)
León,N-630,Radar Móvil,156.770-177.750,177.750
León,N-630,Radar Móvil,87.080-119.700,119.700
León,N-VI,Radar Móvil,277.020-321.700,321.700
León,N-VI,Radar Móvil,332.080-348.360,348.360
León,N-VI,Radar Móvil,351.600-375.370,375.370
León,N-VI,Radar Móvil,375.360-407.000,407.000
León,N-VI,Radar Móvil,413.270-432.070,432.070
Lugo,A-6,Radar Fijo,435.045,Creciente
Lugo,A-6,Radar Fijo,470.054,Creciente
Lugo,A-6,Radar Fijo,519.562,Creciente
Lugo,A-6,Radar Fijo,529.558,Decreciente
Lugo,A-6,Radar Fijo,452.27,Decreciente
Lugo,A-8,Radar Fijo,555.255,Decreciente
Lugo,A-8,Radar Fijo,579.159,Creciente
Lugo,A-8,Radar Tramo,506.28(1.182m),m)
Lugo,A-8,Radar Tramo,545.115(5.116m),m)
Lugo,A-8,Radar Tramo,550.2(4.633m),m)
Lugo,A-8,Radar Fijo,580.81,Decreciente
Lugo,CG-2.1,Radar Móvil,0.000-1.830,1.830
Lugo,CG-2.1,Radar Móvil,4.790-16.430,16.430
Lugo,CG-2.2,Radar Móvil,2.150-26.800,26.800
Lugo,CG-2.2,Radar Fijo,35.5,Creciente
Lugo,LU-111,Radar Móvil,0.000-18.420,18.420
Lugo,LU-113,Radar Móvil,5.000-19.410,19.410
Lugo,LU-120,Radar Móvil,11.160-14.450,14.450
Lugo,LU-120,Radar Móvil,14.450-29.770,29.770
Lugo,LU-160,Radar Móvil,1.770-19.380,19.380
Lugo,LU-162,Radar Móvil,1.480-12.420,12.420
Lugo,LU-221,Radar Móvil,0.000-10.390,10.390
Lugo,LU-530,Radar Móvil,3.340-57.910,57.910
Lugo,LU-540,Radar Fijo,35,Creciente
Lugo,LU-540,Radar Móvil,0.630-39.520,39.520
Lugo,LU-541,Radar Fijo,14.732,Creciente
Lugo,LU-541,Radar Móvil,0.000-17.250,17.250
Lugo,LU-546,Radar Móvil,2.270-21.330,21.330
Lugo,LU-612,Radar Móvil,0.000-20.650,20.650
Lugo,LU-633,Radar Móvil,0.000-27.460,27.460
Lugo,LU-633,Radar Móvil,48.620-84.280,84.280
Lugo,LU-636,Radar Móvil,0.500-30.380,30.380
Lugo,LU-652,Radar Móvil,0.000-0.380,0.380
Lugo,LU-750,Radar Móvil,7.460-23.720,23.720
Lugo,LU-861,Radar Móvil,0.000-20.290,20.290
Lugo,LU-862,Radar Móvil,69.500-99.560,99.560
Lugo,N-120,Radar Fijo,542.009,Creciente
Lugo,N-120,Radar Móvil,526.440-534.960,534.960
Lugo,N-120,Radar Móvil,534.960-549.110,549.110
Lugo,N-540,Radar Móvil,0.000-18.610,18.610
Lugo,N-540,Radar Móvil,18.610-25.420,25.420
Lugo,N-540,Radar Móvil,25.420-53.280,53.280
Lugo,N-540,Radar Móvil,53.280-68.880,68.880
Lugo,N-547,Radar Móvil,18.630-42.590,42.590
Lugo,N-640,Radar Móvil,13.470-22.870,22.870
Lugo,N-640,Radar Móvil,30.260-88.130,88.130
Lugo,N-642,Radar Móvil,26.950-54.450,54.450
Lugo,N-VI,Radar Fijo,503.122,Creciente
Lugo,N-VI,Radar Móvil,432.110-441.320,441.320
Lugo,N-VI,Radar Móvil,441.320-473.130,473.130
Lugo,N-VI,Radar Móvil,473.130-480.720,480.720
Lugo,N-VI,Radar Móvil,480.720-493.850,493.850
Lugo,N-VI,Radar Móvil,493.850-494.850,494.850
Lugo,N-VI,Radar Móvil,498.230-504.970,504.970
Lugo,N-VI,Radar Móvil,507.430-546.410,546.410
Madrid,A-1,Radar Fijo,24,Decreciente
Madrid,A-1,Radar Fijo,22.092,Creciente
Madrid,A-1,Radar Fijo,14.56,Creciente
Madrid,A-2,Radar Fijo,15.04,Creciente
Madrid,A-2,Radar Fijo,15.9,Decreciente
Madrid,A-3,Radar Fijo,16.379,Creciente
Madrid,A-3,Radar Fijo,20.003,Decreciente
Madrid,A-3,Radar Fijo,48.479,Decreciente
Madrid,A-3,Radar Fijo,41.45,Decreciente
Madrid,A-4,Radar Fijo,12.462,Creciente
Madrid,A-4,Radar Fijo,13.335,Decreciente
Madrid,A-4,Radar Tramo,46.993(4.050m),m)
Madrid,A-42,Radar Fijo,13.605,Creciente
Madrid,A-42,Radar Fijo,27.367,Decreciente
Madrid,A-5,Radar Fijo,12.532,Decreciente
Madrid,A-5,Radar Fijo,23.004,Creciente
Madrid,A-6,Radar Fijo,16.722,Creciente
Madrid,A-6,Radar Fijo,18.27,Decreciente
Madrid,A-6,Radar Fijo,7.75,Decreciente
Madrid,AP-6,Radar Tramo,49.263(7.584m),m)
Madrid,M-103,Radar Móvil,0.000-25.780,25.780
Madrid,M-111,Radar Fijo,0.131,Creciente
Madrid,M-111,Radar Fijo,0.18,Decreciente
Madrid,M-111,Radar Fijo,0.29,Creciente
Madrid,M-111,Radar Fijo,0.356,Decreciente
Madrid,M-111,Radar Móvil,3.500-24.480,24.480
Madrid,M-115,Radar Móvil,0.000-5.060,5.060
Madrid,M-117,Radar Móvil,0.000-7.410,7.410
Madrid,M-119,Radar Móvil,0.000-16.380,16.380
Madrid,M-204,Radar Móvil,0.350-27.000,27.000
Madrid,M-209,Radar Móvil,0.360-11.680,11.680
Madrid,M-300,Radar Fijo,31.325,Decreciente
Madrid,M-300,Radar Fijo,23.85,Decreciente
Madrid,M-300,Radar Móvil,5.280-13.190,13.190
Madrid,M-307,Radar Móvil,8.120-13.680,13.680
Madrid,M-40,Radar Fijo,20.265,Creciente
Madrid,M-40,Radar Fijo,35.365,Creciente
Madrid,M-40,Radar Fijo,52.785,Decreciente
Madrid,M-40,Radar Fijo,23.2,Decreciente
Madrid,M-404,Radar Fijo,0.701,Creciente
Madrid,M-404,Radar Móvil,19.650-60.660,60.660
Madrid,M-404,Radar Fijo,27.5,Creciente
Madrid,M-408,Radar Fijo,2.9,Decreciente
Madrid,M-410,Radar Móvil,2.440-3.820,3.820
Madrid,M-410,Radar Móvil,3.820-9.270,9.270
Madrid,M-413,Radar Móvil,0.000-14.880,14.880
Madrid,M-45,Radar Fijo,6.175,Decreciente
Madrid,M-45,Radar Fijo,14.873,Creciente
Madrid,M-50,Radar Fijo,54.143,Creciente
Madrid,M-503,Radar Móvil,0.000-25.790,25.790
Madrid,M-505,Radar Fijo,12.532,Decreciente
Madrid,M-505,Radar Fijo,42.702,Creciente
Madrid,M-505,Radar Móvil,8.480-46.770,46.770
Madrid,M-506,Radar Fijo,17.715,Creciente
Madrid,M-506,Radar Fijo,17.715,Decreciente
Madrid,M-506,Radar Móvil,12.260-20.760,20.760
Madrid,M-506,Radar Móvil,23.130-28.100,28.100
Madrid,M-506,Radar Móvil,28.100-36.040,36.040
Madrid,M-506,Radar Móvil,5.690-6.140,6.140
Madrid,M-507,Radar Móvil,0.600-34.260,34.260
Madrid,M-513,Radar Fijo,12.243,Creciente
Madrid,M-513,Radar Móvil,7.100-16.570,16.570
Madrid,M-607,Radar Fijo,15.448,Creciente
Madrid,M-607,Radar Fijo,18.532,Decreciente
Madrid,M-607,Radar Móvil,35.710-57.900,57.900
Madrid,M-608,Radar Móvil,0.000-45.330,45.330
Madrid,M-609,Radar Móvil,0.000-5.320,5.320
Madrid,M-611,Radar Móvil,0.000-31.980,31.980
Madrid,M-841,Radar Móvil,0.000-6.740,6.740
Madrid,N-320,Radar Móvil,316.930-340.900,340.900
Madrid,N-320,Radar Tramo,318.005(11.823m),m)
Madrid,N-320,Radar Tramo,329.97(11.822m),m)
Madrid,N-400,Radar Fijo,27.92,Ambos
Madrid,N-VI,Radar Fijo,56.415,Decreciente
Madrid,N-VI,Radar Móvil,42.530-56.780,56.780
Madrid,N-VI,Radar Fijo,54.49,Creciente
Málaga,A-343,Radar Móvil,2.440-53.150,53.150
Málaga,A-355,Radar Fijo,28.5,Creciente
Málaga,A-355,Radar Móvil,9.240-21.690,21.690
Málaga,A-356,Radar Fijo,36.525,Creciente
Málaga,A-356,Radar Móvil,0.170-18.510,18.510
Málaga,A-356,Radar Móvil,18.510-48.550,48.550
Málaga,A-357,Radar Fijo,38.925,Creciente
Málaga,A-357,Radar Móvil,0.000-46.870,46.870
Málaga,A-366,Radar Móvil,0.000-42.240,42.240
Málaga,A-366,Radar Móvil,42.270-60.620,60.620
Málaga,A-367,Radar Fijo,22.8,Decreciente
Málaga,A-367,Radar Móvil,22.940-40.800,40.800
Málaga,A-367,Radar Móvil,4.320-22.940,22.940
Málaga,A-369,Radar Móvil,0.000-36.380,36.380
Málaga,A-374,Radar Móvil,8.750-33.790,33.790
Málaga,A-384,Radar Móvil,108.310-131.130,131.130
Málaga,A-384,Radar Móvil,82.220-108.310,108.310
Málaga,A-384,Radar Fijo,89.6,Creciente
Málaga,A-387,Radar Móvil,0.000-13.280,13.280
Málaga,A-387,Radar Móvil,13.280-19.280,19.280
Málaga,A-397,Radar Fijo,7,Creciente
Málaga,A-397,Radar Móvil,0.000-34.130,34.130
Málaga,A-397,Radar Fijo,11.05,Decreciente
Málaga,A-397,Radar Tramo,28.02(2.059m),m)
Málaga,A-397,Radar Tramo,30.05(2.055m),m)
Málaga,A-397,Radar Móvil,34.130-48.670,48.670
Málaga,A-402,Radar Móvil,44.790-59.490,59.490
Málaga,A-404,Radar Móvil,0.000-24.580,24.580
Málaga,A-405,Radar Móvil,0.000-12.470,12.470
Málaga,A-45,Radar Fijo,103.3,Decreciente
Málaga,A-45,Radar Fijo,118.09,Creciente
Málaga,A-45,Radar Tramo,128.78(2.822m),m)
Málaga,A-45,Radar Tramo,140.276(6.098m),m)
Málaga,A-7,Radar Fijo,246.046,Creciente
Málaga,A-7,Radar Fijo,256.764,Decreciente
Málaga,A-7,Radar Fijo,175.8,Creciente
Málaga,A-7,Radar Tramo,200.146(5.230m),m)
Málaga,A-7,Radar Tramo,205.268(5.217m),m)
Málaga,A-7,Radar Tramo,288.74(1.109m),m)
Málaga,A-7052,Radar Fijo,3.5,Creciente
Málaga,A-7053,Radar Móvil,0.000-14.850,14.850
Málaga,A-7053,Radar Fijo,11.1,Creciente
Málaga,A-7054,Radar Móvil,0.000-3.170,3.170
Málaga,A-7054,Radar Móvil,3.170-24.920,24.920
Málaga,A-7054,Radar Fijo,8.75,Creciente
Málaga,A-7057,Radar Móvil,0.000-4.200,4.200
Málaga,A-7059,Radar Móvil,0.600-12.450,12.450
Málaga,A-7075,Radar Móvil,0.000-51.550,51.550
Málaga,A-7206,Radar Móvil,0.000-17.110,17.110
Málaga,A-7282,Radar Móvil,8.100-12.900,12.900
Málaga,MA-20,Radar Fijo,10.45,Decreciente
Málaga,MA-3300,Radar Móvil,0.000-12.020,12.020
Málaga,N-331,Radar Móvil,103.080-114.370,114.370
Málaga,N-340,Radar Móvil,279.910-295.230,295.230
Murcia,A-30,Radar Fijo,112.936,Decreciente
Murcia,A-30,Radar Fijo,122.896,Creciente
Murcia,A-30,Radar Fijo,136.028,Decreciente
Murcia,A-30,Radar Fijo,179.414,Creciente
Murcia,A-30,Radar Fijo,190.453,Creciente
Murcia,A-7,Radar Fijo,562.786,Creciente
Murcia,A-7,Radar Tramo,634.5(1.553m),m)
Murcia,A-7,Radar Tramo,635.951(1.336m),m)
Murcia,MU-30,Radar Fijo,9.06,Creciente
Murcia,N-301a,Radar Móvil,352.100-368.090,368.090
Murcia,N-332,Radar Móvil,0.000-13.070,13.070
Murcia,N-332,Radar Móvil,13.170-35.120,35.120
Murcia,N-344,Radar Móvil,69.040-92.510,92.510
Murcia,N-344,Radar Móvil,92.510-96.980,96.980
Murcia,N-344,Radar Móvil,96.980-105.420,105.420
Murcia,RM-11,Radar Fijo,12.998,Decreciente
Murcia,RM-11,Radar Fijo,18.308,Creciente
Murcia,RM-12,Radar Fijo,17.537,Creciente
Murcia,RM-15,Radar Fijo,13.002,Creciente
Murcia,RM-19,Radar Fijo,17.799,Creciente
Murcia,RM-332,Radar Móvil,0.170-37.810,37.810
Murcia,RM-332,Radar Móvil,37.810-67.770,67.770
Murcia,RM-411,Radar Móvil,0.000-13.950,13.950
Murcia,RM-414,Radar Móvil,0.000-15.530,15.530
Murcia,RM-423,Radar Móvil,0.000-12.510,12.510
Murcia,RM-515,Radar Móvil,0.000-28.500,28.500
Murcia,RM-516,Radar Móvil,0.000-12.100,12.100
Murcia,RM-533,Radar Móvil,1.570-9.620,9.620
Murcia,RM-601,Radar Móvil,0.000-18.580,18.580
Murcia,RM-602,Radar Fijo,5.093,Decreciente
Murcia,RM-602,Radar Móvil,5.560-19.250,19.250
Murcia,RM-603,Radar Móvil,0.000-18.950,18.950
Murcia,RM-603,Radar Tramo,1.4(1.337m),m)
Murcia,RM-603,Radar Tramo,2.65(1.335m),m)
Murcia,RM-620,Radar Móvil,0.430-18.840,18.840
Murcia,RM-711,Radar Móvil,26.610-48.800,48.800
Murcia,RM-714,Radar Fijo,8.908,Creciente
Murcia,RM-714,Radar Móvil,0.000-10.550,10.550
Murcia,RM-714,Radar Móvil,22.800-35.360,35.360
Murcia,RM-714,Radar Móvil,35.360-54.710,54.710
Murcia,RM-714,Radar Móvil,54.710-64.900,64.900
Murcia,RM-730,Radar Móvil,0.000-41.000,41.000
Murcia,RM-A5,Radar Móvil,0.010-11.380,11.380
Murcia,RM-C1,Radar Móvil,0.000-16.710,16.710
Murcia,RM-D11,Radar Móvil,0.000-10.390,10.390
Murcia,RM-F30,Radar Móvil,0.000-6.430,6.430
Murcia,RM-F35,Radar Móvil,0.750-16.830,16.830
Murcia,RM-F36,Radar Móvil,0.000-5.820,5.820
Murcia,RM-F36,Radar Móvil,5.820-13.210,13.210
Navarra,A-1,Radar Fijo,401.561,Creciente
Navarra,A-15,Radar Fijo,127.67,Decreciente
Navarra,AP-68,Radar Fijo,218.2,Creciente
Navarra,N-113,Radar Fijo,91.358,Decreciente
Navarra,N-113,Radar Móvil,72.570-78.880,78.880
Navarra,N-113,Radar Móvil,84.950-101.340,101.340
Navarra,N-121,Radar Móvil,37.560-72.570,72.570
Navarra,N-121,Radar Móvil,6.990-30.310,30.310
Navarra,N-121a,Radar Fijo,25.9,Decreciente
Navarra,N-121a,Radar Fijo,60.23,Creciente
Navarra,N-121-A,Radar Móvil,14.030-68.460,68.460
Navarra,N-121-A,Radar Fijo,32.56,Creciente
Navarra,N-121C,Radar Móvil,1.720-4.260,4.260
Navarra,N-121C,Radar Móvil,4.260-14.690,14.690
Navarra,N-135,Radar Móvil,7.350-66.490,66.490
Navarra,N-240A,Radar Móvil,6.090-20.830,20.830
Navarra,NA-1110,Radar Móvil,20.870-28.790,28.790
Navarra,NA-1110,Radar Móvil,9.970-13.390,13.390
Navarra,NA-1120,Radar Móvil,0.430-8.620,8.620
Navarra,NA-115,Radar Móvil,0.000-21.670,21.670
Navarra,NA-122,Radar Móvil,11.910-33.500,33.500
Navarra,NA-128,Radar Móvil,5.480-12.120,12.120
Navarra,NA-132,Radar Móvil,1.620-74.780,74.780
Navarra,NA-134,Radar Móvil,24.380-40.080,40.080
Navarra,NA-150,Radar Móvil,0.000-36.860,36.860
Navarra,NA-150,Radar Móvil,36.860-40.740,40.740
Navarra,NA-160,Radar Móvil,6.930-15.780,15.780
Navarra,NA-178,Radar Móvil,22.210-43.740,43.740
Navarra,NA-2310,Radar Móvil,2.890-18.520,18.520
Navarra,NA-2410,Radar Móvil,0.000-36.720,36.720
Navarra,NA-3010,Radar Móvil,0.000-7.870,7.870
Navarra,NA-411,Radar Móvil,0.000-28.540,28.540
Navarra,NA-534,Radar Móvil,0.000-8.960,8.960
Navarra,NA-624,Radar Móvil,0.000-12.070,12.070
Navarra,NA-666,Radar Móvil,0.660-12.280,12.280
Navarra,NA-6810,Radar Móvil,0.000-7.080,7.080
Navarra,NA-700,Radar Móvil,2.340-4.500,4.500
Ourense,A-52,Radar Fijo,170,Decreciente
Ourense,A-52,Radar Fijo,123.822,Creciente
Ourense,A-52,Radar Fijo,162.247,Decreciente
Ourense,A-52,Radar Fijo,193.939,Decreciente
Ourense,A-52,Radar Fijo,222.025,Creciente
